task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch,onset_SOA
prp,0,13,16,face_11,object_18,irrelevant,letter,left,letter_13,1,1.71628688204848,0.116,offset,1100,1.116
prp,0,13,17,face_11,object_18,irrelevant,letter,center,letter_04,1.5,0.916964437183705,0,offset,1100,1.5
prp,0,13,18,face_11,object_18,irrelevant,letter,left,letter_10,1.5,1.03639960710533,0.466,onset,1000,0.466
prp,0,13,19,face_11,object_18,irrelevant,letter,right,letter_11,0.5,0.743818319479661,0.116,offset,1100,0.616
prp,0,13,20,face_11,object_18,non-target,object,center,object_19,1.5,1.09952477868713,0,onset,1100,0
prp,0,13,21,face_11,object_18,non-target,face,center,face_17,0.5,1.73646345007265,0,onset,1100,0
prp,0,13,22,face_11,object_18,non-target,object,center,object_08,0.5,1.18807200211302,0,offset,1100,0.5
prp,0,13,23,face_11,object_18,irrelevant,false_font,left,false_font_12,1,1.11028084005435,0.232,offset,1100,1.232
prp,0,13,24,face_11,object_18,irrelevant,false_font,right,false_font_06,1.5,0.719166034104692,0.116,offset,1000,1.616
prp,0,13,25,face_11,object_18,irrelevant,false_font,center,false_font_10,0.5,0.750436980565086,0.116,offset,1100,0.616
prp,0,13,26,face_11,object_18,irrelevant,false_font,center,false_font_12,0.5,1.59174008820057,0.232,offset,1000,0.732
prp,0,13,27,face_11,object_18,target,face,left,face_11,0.5,0.757660940215198,0.466,onset,1000,0.466
prp,0,13,28,face_11,object_18,non-target,face,center,face_15,1,0.934059193174283,0.116,onset,1100,0.116
prp,0,13,29,face_11,object_18,non-target,object,right,object_03,1.5,1.08631919430548,0.232,onset,1100,0.232
prp,0,13,30,face_11,object_18,irrelevant,false_font,left,false_font_04,1,0.743800535062977,0.466,offset,1000,1.466
prp,0,13,31,face_11,object_18,irrelevant,false_font,right,false_font_03,0.5,1.32352408799293,0.466,onset,1100,0.466
prp,0,13,32,face_11,object_18,target,object,left,object_18,1,1.0592762382996,0.266,offset,1000,1.266
prp,0,13,33,face_11,object_18,non-target,object,center,object_16,0.5,0.88523559800268,0.232,onset,1000,0.232
prp,0,13,34,face_11,object_18,irrelevant,false_font,left,false_font_02,1.5,1.81327505296628,0.232,offset,1100,1.732
prp,0,13,35,face_11,object_18,target,object,left,object_18,1.5,0.855552861019033,0.266,offset,1000,1.766
prp,0,13,36,face_11,object_18,target,object,right,object_18,0.5,1.17197042440494,0,onset,1000,0
prp,0,14,1,face_15,object_19,non-target,object,right,object_14,0.5,1.12391059482327,0.466,offset,1000,0.966
prp,0,14,2,face_15,object_19,non-target,object,left,object_03,0.5,1.7997404277295,0.116,onset,1100,0.116
prp,0,14,3,face_15,object_19,target,face,center,face_15,1.5,0.797913750052465,0.266,onset,1000,0.266
prp,0,14,4,face_15,object_19,irrelevant,false_font,center,false_font_17,1.5,1.08014702994917,0,offset,1100,1.5
prp,0,14,5,face_15,object_19,non-target,face,center,face_10,1,1.98644966730887,0.116,onset,1000,0.116
prp,0,14,6,face_15,object_19,non-target,face,right,face_05,0.5,1.4439410976859,0.232,offset,1000,0.732
prp,0,14,7,face_15,object_19,non-target,face,left,face_16,0.5,1.39085696855829,0,onset,1100,0
prp,0,14,8,face_15,object_19,target,object,center,object_19,1.5,1.22654036894632,0.116,offset,1000,1.616
prp,0,14,9,face_15,object_19,non-target,object,center,object_07,0.5,1.24455342665889,0.466,offset,1100,0.966
prp,0,14,10,face_15,object_19,non-target,object,left,object_05,1,1.31980982703832,0,offset,1100,1
prp,0,14,11,face_15,object_19,non-target,face,right,face_05,1,0.77196000844751,0,onset,1100,0
prp,0,14,12,face_15,object_19,irrelevant,letter,center,letter_05,0.5,0.867533162175327,0.466,offset,1000,0.966
prp,0,14,13,face_15,object_19,non-target,object,right,object_04,1.5,1.24344964626659,0.116,onset,1100,0.116
prp,0,14,14,face_15,object_19,non-target,object,left,object_02,1,0.818572567939832,0,offset,1100,1
prp,0,14,15,face_15,object_19,irrelevant,letter,center,letter_19,0.5,1.21528781456578,0.232,offset,1000,0.732
prp,0,14,16,face_15,object_19,non-target,object,center,object_13,1.5,0.805407331204213,0.116,onset,1000,0.116
prp,0,14,17,face_15,object_19,non-target,object,left,object_03,1.5,0.731332439098488,0.466,onset,1100,0.466
prp,0,14,18,face_15,object_19,non-target,object,center,object_15,1.5,0.773107832015228,0.466,onset,1000,0.466
prp,0,14,19,face_15,object_19,irrelevant,letter,center,letter_01,1.5,0.736378774909533,0,offset,1000,1.5
prp,0,14,20,face_15,object_19,irrelevant,letter,right,letter_15,1,1.30308704562848,0.232,onset,1000,0.232
prp,0,14,21,face_15,object_19,non-target,object,right,object_15,1,1.78646491659259,0.116,offset,1000,1.116
prp,0,14,22,face_15,object_19,irrelevant,false_font,center,false_font_14,0.5,1.63223053340234,0.466,onset,1100,0.466
prp,0,14,23,face_15,object_19,irrelevant,false_font,center,false_font_20,1.5,0.881297414515084,0.232,onset,1000,0.232
prp,0,14,24,face_15,object_19,irrelevant,letter,center,letter_11,1.5,1.5438396641525,0.232,offset,1100,1.732
prp,0,14,25,face_15,object_19,irrelevant,letter,right,letter_19,1,0.953958564400967,0.232,offset,1000,1.232
prp,0,14,26,face_15,object_19,irrelevant,letter,right,letter_03,1,0.772083695331402,0.466,offset,1100,1.466
prp,0,14,27,face_15,object_19,irrelevant,false_font,right,false_font_14,1.5,0.837643897663944,0.232,offset,1100,1.732
prp,0,14,28,face_15,object_19,irrelevant,false_font,left,false_font_15,1,1.55434260278212,0.232,offset,1100,1.232
prp,0,14,29,face_15,object_19,irrelevant,false_font,center,false_font_01,1,1.82533171624243,0,offset,1000,1
prp,0,14,30,face_15,object_19,irrelevant,false_font,center,false_font_14,0.5,0.799878366505134,0,onset,1100,0
prp,0,14,31,face_15,object_19,non-target,object,left,object_13,1.5,1.77155875334046,0.116,onset,1000,0.116
prp,0,14,32,face_15,object_19,non-target,face,center,face_02,1,1.27314691314979,0.232,onset,1100,0.232
prp,0,14,33,face_15,object_19,irrelevant,false_font,left,false_font_17,1.5,0.969414270181604,0.116,offset,1100,1.616
prp,0,14,34,face_15,object_19,irrelevant,letter,right,letter_10,0.5,1.59916502950495,0.232,offset,1100,0.732
prp,0,15,1,letter_17,false_font_18,non-target,false_font,center,false_font_07,1.5,1.5921286922392,0.232,onset,1100,0.232
prp,0,15,2,letter_17,false_font_18,target,false_font,center,false_font_18,1,0.96124111582513,0.466,offset,1000,1.466
prp,0,15,3,letter_17,false_font_18,target,false_font,center,false_font_18,0.5,1.73307096027574,0.266,onset,1000,0.266
prp,0,15,4,letter_17,false_font_18,non-target,letter,center,letter_07,1.5,1.78386269773027,0.116,onset,1100,0.116
prp,0,15,5,letter_17,false_font_18,non-target,letter,left,letter_03,0.5,1.56687105953921,0.232,offset,1100,0.732
prp,0,15,6,letter_17,false_font_18,irrelevant,face,right,face_06,1,1.46099868455285,0,offset,1100,1
prp,0,15,7,letter_17,false_font_18,irrelevant,face,right,face_11,1,0.873095219289962,0,onset,1000,0
prp,0,15,8,letter_17,false_font_18,target,letter,right,letter_17,0.5,1.1339002900021,0.116,offset,1000,0.616
prp,0,15,9,letter_17,false_font_18,irrelevant,face,center,face_13,0.5,1.1310128990245,0.466,onset,1100,0.466
prp,0,15,10,letter_17,false_font_18,irrelevant,object,left,object_08,0.5,1.43906468278626,0,onset,1100,0
prp,0,15,11,letter_17,false_font_18,non-target,letter,right,letter_08,0.5,1.07768076126669,0.232,offset,1000,0.732
prp,0,15,12,letter_17,false_font_18,non-target,letter,center,letter_05,0.5,0.990651507125785,0.116,offset,1100,0.616
prp,0,15,13,letter_17,false_font_18,irrelevant,face,center,face_10,1,1.90502313070193,0.466,offset,1100,1.466
prp,0,15,14,letter_17,false_font_18,non-target,letter,left,letter_06,1,1.59498606023059,0.466,offset,1100,1.466
prp,0,15,15,letter_17,false_font_18,irrelevant,object,center,object_17,1,1.62413082078414,0,onset,1100,0
prp,0,15,16,letter_17,false_font_18,irrelevant,face,right,face_08,1,1.17096767359557,0.232,offset,1000,1.232
prp,0,15,17,letter_17,false_font_18,irrelevant,face,right,face_07,1,1.28840531509465,0,offset,1000,1
prp,0,15,18,letter_17,false_font_18,irrelevant,object,center,object_20,1,0.954235795057235,0.116,onset,1100,0.116
prp,0,15,19,letter_17,false_font_18,non-target,letter,right,letter_09,0.5,1.35645186601551,0.466,onset,1100,0.466
prp,0,15,20,letter_17,false_font_18,irrelevant,object,center,object_09,1.5,1.29958960600497,0.466,onset,1000,0.466
prp,0,15,21,letter_17,false_font_18,irrelevant,object,left,object_15,1,1.03788955336628,0,offset,1100,1
prp,0,15,22,letter_17,false_font_18,non-target,letter,left,letter_12,0.5,0.768023388801022,0.466,onset,1000,0.466
prp,0,15,23,letter_17,false_font_18,non-target,letter,left,letter_04,1,1.87069341882953,0.232,onset,1100,0.232
prp,0,15,24,letter_17,false_font_18,irrelevant,object,left,object_15,1.5,1.79803087687633,0.232,onset,1000,0.232
prp,0,15,25,letter_17,false_font_18,non-target,false_font,left,false_font_20,1.5,0.719719607882336,0.232,onset,1000,0.232
prp,0,15,26,letter_17,false_font_18,irrelevant,face,right,face_04,1.5,0.790211372874845,0.466,onset,1100,0.466
prp,0,15,27,letter_17,false_font_18,target,letter,center,letter_17,0.5,1.02872284498795,0.266,onset,1000,0.266
prp,0,15,28,letter_17,false_font_18,non-target,false_font,center,false_font_07,1.5,1.80849660238957,0.232,onset,1000,0.232
prp,0,15,29,letter_17,false_font_18,irrelevant,face,left,face_09,1.5,1.85632518455368,0.232,onset,1100,0.232
prp,0,15,30,letter_17,false_font_18,non-target,false_font,center,false_font_10,1.5,1.93496761731842,0.116,onset,1000,0.116
prp,0,15,31,letter_17,false_font_18,target,letter,center,letter_17,0.5,1.22794207694423,0.116,onset,1100,0.116
prp,0,15,32,letter_17,false_font_18,irrelevant,object,right,object_02,1.5,1.97908082310862,0.466,onset,1100,0.466
prp,0,15,33,letter_17,false_font_18,non-target,letter,left,letter_11,1,0.7218803377086,0.116,onset,1100,0.116
prp,0,15,34,letter_17,false_font_18,non-target,false_font,right,false_font_02,1,1.21760530568923,0.116,onset,1000,0.116
prp,0,15,35,letter_17,false_font_18,target,false_font,right,false_font_18,0.5,1.82022437778517,0,offset,1000,0.5
prp,0,15,36,letter_17,false_font_18,non-target,false_font,left,false_font_11,0.5,0.761522456618582,0.466,onset,1100,0.466
prp,0,15,37,letter_17,false_font_18,non-target,false_font,center,false_font_07,1,1.43956867081916,0.232,offset,1100,1.232
prp,0,15,38,letter_17,false_font_18,irrelevant,object,left,object_12,0.5,1.58521323839389,0.116,offset,1100,0.616
prp,0,16,1,letter_03,false_font_12,irrelevant,face,right,face_09,0.5,1.44923136227063,0.232,offset,1100,0.732
prp,0,16,2,letter_03,false_font_12,target,letter,center,letter_03,1.5,0.966152036555975,0.116,offset,1000,1.616
prp,0,16,3,letter_03,false_font_12,irrelevant,face,center,face_13,0.5,1.41027728371383,0.232,offset,1100,0.732
prp,0,16,4,letter_03,false_font_12,non-target,letter,left,letter_18,1,1.73360822657792,0.466,onset,1100,0.466
prp,0,16,5,letter_03,false_font_12,irrelevant,object,center,object_20,1,1.78554669661684,0.116,offset,1000,1.116
prp,0,16,6,letter_03,false_font_12,irrelevant,face,right,face_20,0.5,1.57807150957613,0.116,offset,1100,0.616
prp,0,16,7,letter_03,false_font_12,target,false_font,center,false_font_12,0.5,1.24314927151348,0.266,onset,1100,0.266
prp,0,16,8,letter_03,false_font_12,irrelevant,object,left,object_03,1,1.86304162291087,0,offset,1000,1
prp,0,16,9,letter_03,false_font_12,target,false_font,center,false_font_12,1.5,1.23428101579302,0.466,offset,1100,1.966
prp,0,16,10,letter_03,false_font_12,irrelevant,object,center,object_19,1.5,0.932935847805704,0.232,offset,1100,1.732
prp,0,16,11,letter_03,false_font_12,non-target,false_font,center,false_font_10,1,1.13848740187654,0.116,onset,1000,0.116
prp,0,16,12,letter_03,false_font_12,non-target,letter,left,letter_15,1.5,1.03422864916,0.232,offset,1000,1.732
prp,0,16,13,letter_03,false_font_12,irrelevant,object,left,object_06,1.5,1.19068599409006,0,offset,1000,1.5
prp,0,16,14,letter_03,false_font_12,non-target,false_font,center,false_font_08,0.5,0.879138735814614,0,offset,1000,0.5
prp,0,16,15,letter_03,false_font_12,non-target,false_font,center,false_font_02,1.5,1.48927413787132,0.466,onset,1100,0.466
prp,0,16,16,letter_03,false_font_12,irrelevant,face,center,face_02,1.5,1.63957835998354,0.466,onset,1100,0.466
prp,0,16,17,letter_03,false_font_12,non-target,false_font,left,false_font_05,1,0.785203489978371,0.466,offset,1000,1.466
prp,0,16,18,letter_03,false_font_12,non-target,false_font,right,false_font_11,1.5,1.4665128481927,0.466,onset,1000,0.466
prp,0,16,19,letter_03,false_font_12,irrelevant,object,center,object_12,1,0.709546856082496,0.116,offset,1100,1.116
prp,0,16,20,letter_03,false_font_12,irrelevant,object,center,object_09,1,1.49349894673457,0.232,offset,1100,1.232
prp,0,16,21,letter_03,false_font_12,target,letter,center,letter_03,1.5,1.78349217228118,0.116,offset,1100,1.616
prp,0,16,22,letter_03,false_font_12,non-target,false_font,center,false_font_02,1.5,0.721183559369011,0.466,offset,1100,1.966
prp,0,16,23,letter_03,false_font_12,non-target,false_font,left,false_font_15,1,1.17618078609724,0.116,onset,1000,0.116
prp,0,16,24,letter_03,false_font_12,non-target,letter,left,letter_01,1.5,1.46955032690259,0.116,offset,1100,1.616
prp,0,16,25,letter_03,false_font_12,non-target,false_font,right,false_font_09,1.5,1.15608569274955,0.116,onset,1000,0.116
prp,0,16,26,letter_03,false_font_12,non-target,false_font,center,false_font_05,1.5,1.30852982844023,0.466,onset,1100,0.466
prp,0,16,27,letter_03,false_font_12,non-target,false_font,center,false_font_17,0.5,1.72268495787507,0.116,offset,1100,0.616
prp,0,16,28,letter_03,false_font_12,irrelevant,face,left,face_17,1.5,1.24640360375451,0,offset,1000,1.5
prp,0,16,29,letter_03,false_font_12,irrelevant,face,center,face_08,1,0.872267848279879,0.232,offset,1000,1.232
prp,0,16,30,letter_03,false_font_12,target,letter,center,letter_03,0.5,0.914132536424139,0.116,onset,1000,0.116
prp,0,16,31,letter_03,false_font_12,irrelevant,object,left,object_16,0.5,1.54540448984949,0,offset,1100,0.5
prp,0,16,32,letter_03,false_font_12,irrelevant,face,left,face_02,1.5,0.813834916995395,0,offset,1100,1.5
prp,0,16,33,letter_03,false_font_12,irrelevant,face,center,face_05,1,1.11478629364603,0.466,onset,1100,0.466
prp,0,16,34,letter_03,false_font_12,target,false_font,center,false_font_12,0.5,1.24472394172281,0.466,offset,1000,0.966
prp,0,16,35,letter_03,false_font_12,non-target,letter,left,letter_04,1.5,0.797750614547651,0,offset,1100,1.5
prp,0,16,36,letter_03,false_font_12,non-target,false_font,center,false_font_13,0.5,1.2098024587392,0.466,offset,1000,0.966
prp,0,16,37,letter_03,false_font_12,non-target,letter,center,letter_17,1,0.848329612959185,0.116,onset,1000,0.116
prp,0,16,38,letter_03,false_font_12,irrelevant,face,center,face_09,1.5,0.787942048947802,0.466,onset,1000,0.466
prp,0,17,1,letter_18,false_font_03,irrelevant,object,center,object_12,1.5,0.969081905876326,0.466,onset,1000,0.466
prp,0,17,2,letter_18,false_font_03,non-target,letter,left,letter_14,1,0.894248508074699,0.232,offset,1000,1.232
prp,0,17,3,letter_18,false_font_03,irrelevant,face,center,face_16,0.5,1.05913174084828,0.466,onset,1000,0.466
prp,0,17,4,letter_18,false_font_03,non-target,letter,left,letter_07,0.5,1.36970322559376,0,onset,1100,0
prp,0,17,5,letter_18,false_font_03,non-target,letter,center,letter_06,1.5,1.43458245270527,0,offset,1100,1.5
prp,0,17,6,letter_18,false_font_03,irrelevant,object,right,object_01,0.5,1.35810364554104,0.466,offset,1000,0.966
prp,0,17,7,letter_18,false_font_03,non-target,false_font,center,false_font_14,1.5,1.67767693642734,0.232,offset,1000,1.732
prp,0,17,8,letter_18,false_font_03,non-target,false_font,right,false_font_11,0.5,0.819597597751418,0.116,offset,1000,0.616
prp,0,17,9,letter_18,false_font_03,irrelevant,object,left,object_15,0.5,1.23138161317287,0.232,offset,1100,0.732
prp,0,17,10,letter_18,false_font_03,non-target,letter,center,letter_13,1.5,0.948146620752191,0.232,offset,1000,1.732
prp,0,17,11,letter_18,false_font_03,target,letter,center,letter_18,0.5,0.844721361322541,0.466,offset,1100,0.966
prp,0,17,12,letter_18,false_font_03,non-target,letter,center,letter_14,0.5,0.982372033560515,0,offset,1000,0.5
prp,0,17,13,letter_18,false_font_03,irrelevant,object,left,object_07,1,1.71615659109003,0.466,offset,1000,1.466
prp,0,17,14,letter_18,false_font_03,irrelevant,object,center,object_03,0.5,0.715238748112796,0,onset,1000,0
prp,0,17,15,letter_18,false_font_03,irrelevant,face,right,face_01,1.5,1.26924741051421,0.232,offset,1000,1.732
prp,0,17,16,letter_18,false_font_03,irrelevant,face,center,face_07,0.5,1.9854040223635,0.116,offset,1000,0.616
prp,0,17,17,letter_18,false_font_03,target,letter,right,letter_18,1,0.716957042160831,0.116,offset,1000,1.116
prp,0,17,18,letter_18,false_font_03,non-target,false_font,right,false_font_20,1.5,1.16125776214276,0.466,offset,1000,1.966
prp,0,17,19,letter_18,false_font_03,irrelevant,object,left,object_19,1,1.68513896297126,0,onset,1000,0
prp,0,17,20,letter_18,false_font_03,irrelevant,face,left,face_12,0.5,1.64470615749689,0.116,offset,1100,0.616
prp,0,17,21,letter_18,false_font_03,non-target,false_font,center,false_font_11,1,1.53663584973143,0.232,offset,1100,1.232
prp,0,17,22,letter_18,false_font_03,irrelevant,object,right,object_16,0.5,0.898255280406704,0,onset,1000,0
prp,0,17,23,letter_18,false_font_03,non-target,false_font,center,false_font_16,1.5,0.740829879113911,0.116,offset,1100,1.616
prp,0,17,24,letter_18,false_font_03,non-target,letter,center,letter_11,1.5,0.854139545466145,0.466,offset,1000,1.966
prp,0,17,25,letter_18,false_font_03,irrelevant,face,right,face_14,1.5,1.88896870205464,0.232,onset,1000,0.232
prp,0,17,26,letter_18,false_font_03,non-target,letter,left,letter_05,1,1.84621918420187,0,offset,1100,1
prp,0,17,27,letter_18,false_font_03,non-target,letter,center,letter_06,1.5,1.41181541726933,0,onset,1100,0
prp,0,17,28,letter_18,false_font_03,irrelevant,face,left,face_18,0.5,0.821809616298653,0.232,offset,1100,0.732
prp,0,17,29,letter_18,false_font_03,irrelevant,object,right,object_13,1,1.7475718864547,0.466,onset,1000,0.466
prp,0,17,30,letter_18,false_font_03,target,false_font,right,false_font_03,0.5,1.91328020865168,0,offset,1100,0.5
prp,0,17,31,letter_18,false_font_03,non-target,false_font,right,false_font_19,1.5,1.03617912563194,0.466,onset,1100,0.466
prp,0,17,32,letter_18,false_font_03,target,false_font,right,false_font_03,1.5,0.871158487544118,0,onset,1100,0
prp,0,17,33,letter_18,false_font_03,non-target,false_font,center,false_font_10,1.5,1.89982278860496,0.466,offset,1000,1.966
prp,0,17,34,letter_18,false_font_03,irrelevant,object,center,object_14,1.5,1.90216527445683,0.466,offset,1000,1.966
prp,0,17,35,letter_18,false_font_03,target,false_font,center,false_font_03,1.5,1.85401120956114,0.466,offset,1000,1.966
prp,0,17,36,letter_18,false_font_03,non-target,letter,left,letter_20,1,0.801208742268118,0.232,onset,1000,0.232
prp,0,17,37,letter_18,false_font_03,irrelevant,object,center,object_11,1,1.93432107577627,0.232,onset,1100,0.232
prp,0,18,1,letter_02,false_font_02,irrelevant,face,right,face_12,1.5,1.43819905560606,0,offset,1100,1.5
prp,0,18,2,letter_02,false_font_02,irrelevant,face,center,face_04,0.5,0.996944719528061,0.116,offset,1100,0.616
prp,0,18,3,letter_02,false_font_02,irrelevant,object,center,object_20,0.5,1.54517521768447,0.466,offset,1100,0.966
prp,0,18,4,letter_02,false_font_02,irrelevant,object,left,object_13,1,1.69212748369446,0.232,offset,1100,1.232
prp,0,18,5,letter_02,false_font_02,irrelevant,object,center,object_18,0.5,1.83419132141553,0.232,onset,1100,0.232
prp,0,18,6,letter_02,false_font_02,irrelevant,face,center,face_19,1,1.9657730263195,0.232,onset,1100,0.232
prp,0,18,7,letter_02,false_font_02,irrelevant,object,left,object_17,0.5,1.23505058387408,0.116,onset,1000,0.116
prp,0,18,8,letter_02,false_font_02,irrelevant,face,center,face_17,1.5,1.12098936533239,0.116,onset,1100,0.116
prp,0,18,9,letter_02,false_font_02,non-target,letter,center,letter_04,1,0.921623958697858,0,offset,1100,1
prp,0,18,10,letter_02,false_font_02,irrelevant,object,center,object_14,0.5,1.37103598401468,0.116,onset,1100,0.116
prp,0,18,11,letter_02,false_font_02,non-target,letter,left,letter_01,1,0.836210096852035,0,onset,1100,0
prp,0,18,12,letter_02,false_font_02,non-target,letter,center,letter_09,1,0.801667556025578,0.466,onset,1000,0.466
prp,0,18,13,letter_02,false_font_02,non-target,letter,left,letter_08,1.5,1.40633736290683,0.466,onset,1000,0.466
prp,0,18,14,letter_02,false_font_02,irrelevant,face,center,face_19,0.5,0.828124279923039,0.232,onset,1100,0.232
prp,0,18,15,letter_02,false_font_02,non-target,false_font,center,false_font_14,0.5,1.52661040751233,0.232,onset,1100,0.232
prp,0,18,16,letter_02,false_font_02,irrelevant,face,right,face_18,1,0.882790728802724,0,onset,1100,0
prp,0,18,17,letter_02,false_font_02,non-target,letter,left,letter_19,1,0.71268959017752,0,offset,1000,1
prp,0,18,18,letter_02,false_font_02,irrelevant,face,left,face_14,1.5,0.747057863228939,0.116,onset,1100,0.116
prp,0,18,19,letter_02,false_font_02,irrelevant,object,right,object_03,1.5,0.910222557839617,0,offset,1000,1.5
prp,0,18,20,letter_02,false_font_02,non-target,false_font,right,false_font_19,0.5,1.80055864164828,0,offset,1000,0.5
prp,0,18,21,letter_02,false_font_02,non-target,false_font,center,false_font_11,1.5,1.18809404914318,0.232,onset,1000,0.232
prp,0,18,22,letter_02,false_font_02,non-target,false_font,center,false_font_06,0.5,1.30710572538483,0.232,onset,1100,0.232
prp,0,18,23,letter_02,false_font_02,target,letter,right,letter_02,1,0.850655551323637,0.116,offset,1000,1.116
prp,0,18,24,letter_02,false_font_02,non-target,letter,right,letter_20,1,1.00312367625712,0,onset,1000,0
prp,0,18,25,letter_02,false_font_02,target,false_font,right,false_font_02,1.5,1.95438281659434,0.266,offset,1000,1.766
prp,0,18,26,letter_02,false_font_02,non-target,false_font,left,false_font_03,1,0.721389738460361,0.232,offset,1100,1.232
prp,0,18,27,letter_02,false_font_02,irrelevant,face,center,face_03,1.5,0.814852043416442,0.232,offset,1100,1.732
prp,0,18,28,letter_02,false_font_02,irrelevant,face,center,face_06,1.5,1.69816164437773,0.466,onset,1000,0.466
prp,0,18,29,letter_02,false_font_02,non-target,false_font,center,false_font_13,1,1.04186567969301,0.232,onset,1100,0.232
prp,0,18,30,letter_02,false_font_02,non-target,letter,center,letter_09,1.5,1.96986924370282,0.232,offset,1100,1.732
prp,0,18,31,letter_02,false_font_02,non-target,letter,center,letter_19,0.5,1.17952610534863,0.466,offset,1000,0.966
prp,0,18,32,letter_02,false_font_02,target,false_font,left,false_font_02,1,0.779466667683697,0,offset,1000,1
prp,0,18,33,letter_02,false_font_02,non-target,letter,right,letter_11,0.5,0.981486865949598,0.466,offset,1100,0.966
prp,0,18,34,letter_02,false_font_02,non-target,letter,right,letter_04,1,0.732459654421716,0,offset,1100,1
prp,0,18,35,letter_02,false_font_02,irrelevant,face,left,face_19,1,1.76038501168566,0.116,offset,1100,1.116
prp,0,19,1,face_17,object_16,irrelevant,letter,center,letter_18,1.5,1.79260518029971,0,onset,1100,0
prp,0,19,2,face_17,object_16,non-target,face,center,face_09,1,0.72296156478132,0,onset,1000,0
prp,0,19,3,face_17,object_16,irrelevant,false_font,center,false_font_03,1,1.74519611343406,0.232,onset,1100,0.232
prp,0,19,4,face_17,object_16,non-target,object,center,object_03,1,0.940150150230415,0,onset,1100,0
prp,0,19,5,face_17,object_16,non-target,face,right,face_04,1.5,1.65503748398504,0,offset,1000,1.5
prp,0,19,6,face_17,object_16,irrelevant,false_font,center,false_font_14,1.5,1.84215626305427,0.466,onset,1100,0.466
prp,0,19,7,face_17,object_16,irrelevant,false_font,left,false_font_19,1,1.35292879405867,0,offset,1000,1
prp,0,19,8,face_17,object_16,non-target,face,right,face_11,0.5,0.902667934181944,0.232,onset,1000,0.232
prp,0,19,9,face_17,object_16,non-target,object,center,object_05,0.5,1.12508204521576,0.116,onset,1000,0.116
prp,0,19,10,face_17,object_16,irrelevant,false_font,left,false_font_19,1.5,0.816559544716677,0.232,onset,1100,0.232
prp,0,19,11,face_17,object_16,non-target,object,right,object_02,1,1.89800479114874,0.116,onset,1000,0.116
prp,0,19,12,face_17,object_16,irrelevant,letter,center,letter_04,1.5,1.30891955933237,0,onset,1100,0
prp,0,19,13,face_17,object_16,target,object,left,object_16,1,1.08188974575252,0.266,offset,1000,1.266
prp,0,19,14,face_17,object_16,non-target,face,right,face_18,0.5,1.89894194157187,0.116,offset,1000,0.616
prp,0,19,15,face_17,object_16,irrelevant,letter,center,letter_10,1,1.40791326950142,0,offset,1100,1
prp,0,19,16,face_17,object_16,target,object,left,object_16,1,1.85734521144695,0.466,onset,1100,0.466
prp,0,19,17,face_17,object_16,non-target,object,left,object_04,0.5,0.891638310603701,0.116,offset,1000,0.616
prp,0,19,18,face_17,object_16,non-target,face,left,face_09,1.5,0.954536069469907,0.116,onset,1000,0.116
prp,0,19,19,face_17,object_16,irrelevant,letter,center,letter_01,1,0.997083747662443,0.466,offset,1100,1.466
prp,0,19,20,face_17,object_16,irrelevant,letter,right,letter_07,0.5,1.03672134825512,0.466,onset,1100,0.466
prp,0,19,21,face_17,object_16,non-target,face,center,face_15,1.5,1.61256494915529,0.232,onset,1100,0.232
prp,0,19,22,face_17,object_16,non-target,object,right,object_07,0.5,1.18912334823907,0.232,offset,1000,0.732
prp,0,19,23,face_17,object_16,non-target,face,center,face_19,1.5,1.17408760382064,0.116,onset,1000,0.116
prp,0,19,24,face_17,object_16,irrelevant,letter,center,letter_02,1,0.925131492609465,0.232,onset,1100,0.232
prp,0,19,25,face_17,object_16,target,face,left,face_17,1,1.95845651683541,0.116,onset,1100,0.116
prp,0,19,26,face_17,object_16,non-target,object,left,object_06,0.5,1.92342334288929,0.116,onset,1000,0.116
prp,0,19,27,face_17,object_16,non-target,face,left,face_16,1,0.929422407367904,0.116,offset,1100,1.116
prp,0,19,28,face_17,object_16,target,face,center,face_17,1,0.892350807797988,0.466,onset,1100,0.466
prp,0,19,29,face_17,object_16,irrelevant,false_font,center,false_font_08,0.5,1.33128778187297,0,onset,1100,0
prp,0,19,30,face_17,object_16,irrelevant,letter,left,letter_07,0.5,1.24473841846645,0,offset,1100,0.5
prp,0,19,31,face_17,object_16,irrelevant,false_font,center,false_font_06,1,0.949247469685349,0.232,offset,1100,1.232
prp,0,19,32,face_17,object_16,non-target,object,right,object_12,1,1.84073424827177,0.116,onset,1100,0.116
prp,0,19,33,face_17,object_16,irrelevant,letter,center,letter_08,0.5,1.55813121876638,0.116,onset,1000,0.116
prp,0,19,34,face_17,object_16,target,face,right,face_17,0.5,0.72712581272479,0,offset,1000,0.5
prp,0,19,35,face_17,object_16,irrelevant,false_font,center,false_font_01,0.5,1.203508211266,0.116,offset,1000,0.616
prp,0,19,36,face_17,object_16,irrelevant,false_font,left,false_font_06,1.5,0.962168309513529,0.466,onset,1100,0.466
prp,0,19,37,face_17,object_16,non-target,face,right,face_07,1.5,0.931177596975862,0,offset,1000,1.5
prp,0,20,1,face_09,object_14,irrelevant,false_font,right,false_font_17,1,1.83836169173463,0,onset,1000,0
